id_municipio,municipio_nome,municipio_cetesb,agencia,endereco,numero,bairro,municipio_sede,cep,telefone,fax,email,url
3515707,Ferraz de Vasconcelos,FERRAZ DE VASCONCELOS,Agência Ambiental de Mogi das Cruzes,Rua Francisco Franco,133,Centro,Mogi Das Cruzes,08710-590,(11) 4723-2130,( ) -,mogi_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=FERRAZ%20DE%20VASCONCELOS
3515806,Flora Rica,FLORA RICA,Agência Ambiental de Dracena,Rua Tomé de Souza,438,Centro,Dracena,17900-000,(18) 3822-3166,(18) 3822-3166,dracena_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=FLORA%20RICA
3515905,Floreal,FLOREAL,Agência Ambiental de Votuporanga,Av. Deputado Aureo Ferreira,1724,Vila Paes,Votuporanga,15500-112,(17) 3421-4004,(17) 3421-4004,votuporanga_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=FLOREAL
3516002,Flórida Paulista,FLÓRIDA PAULISTA,Agência Ambiental de Dracena,Rua Tomé de Souza,438,Centro,Dracena,17900-000,(18) 3822-3166,(18) 3822-3166,dracena_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=FL%D3RIDA%20PAULISTA
3516101,Florínia,FLORÍNEA,Agência Ambiental de Assis,Via Chico Mendes,75,Quinta dos Flamboyants,Assis,19810-005,(18) 3324-4177,(18) 3324-4177,assis_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=FLOR%CDNEA
3516200,Franca,FRANCA,Agência Ambiental de Franca,Av. Dr. Flávio Rocha,4551,Pq. dos Pinhais,Franca,14405-600,(16) 3724-5922,(16) 3724-5922,franca_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=FRANCA
3516309,Francisco Morato,FRANCISCO MORATO,Agência Ambiental de Santana,Rua Luis Carlos Gentile de Laet,553,Horto Florestal,São Paulo,02378-000,(11) 2203-2700,(11) 2203-2700,santana_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=FRANCISCO%20MORATO
3516408,Franco da Rocha,FRANCO DA ROCHA,Agência Ambiental de Santana,Rua Luis Carlos Gentile de Laet,553,Horto Florestal,São Paulo,02378-000,(11) 2203-2700,(11) 2203-2700,santana_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=FRANCO%20DA%20ROCHA
3516507,Gabriel Monteiro,GABRIEL MONTEIRO,Agência Ambiental de Araçatuba,Rua Ten. Alcides Teodoro dos Santos,260,Aviação,Araçatuba,16055-557,(18) 3608-8053,(18) 3608-7197,aracatuba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GABRIEL%20MONTEIRO
3516606,Gália,GÁLIA,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=G%C1LIA
3516705,Garça,GARÇA,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GAR%C7A
3516804,Gastão Vidigal,GASTÃO VIDIGAL,Agência Ambiental de Votuporanga,Av. Deputado Aureo Ferreira,1724,Vila Paes,Votuporanga,15500-112,(17) 3421-4004,(17) 3421-4004,votuporanga_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GAST%C3O%20VIDIGAL
3516853,Gavião Peixoto,GAVIÃO PEIXOTO,Agência Ambiental de Araraquara,Av. Castro Alves,1271,Carmo,Araraquara,14800-140,(16) 3332-2211,(16) 3332-2211,araraquara_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GAVI%C3O%20PEIXOTO
3516903,General Salgado,GENERAL SALGADO,Agência Ambiental de Votuporanga,Av. Deputado Aureo Ferreira,1724,Vila Paes,Votuporanga,15500-112,(17) 3421-4004,(17) 3421-4004,votuporanga_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GENERAL%20SALGADO
3517000,Getulina,GETULINA,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GETULINA
3517109,Glicério,GLICÉRIO,Agência Ambiental de Araçatuba,Rua Ten. Alcides Teodoro dos Santos,260,Aviação,Araçatuba,16055-557,(18) 3608-8053,(18) 3608-7197,aracatuba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GLIC%C9RIO
3517208,Guaiçara,GUAIÇARA,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUAI%C7ARA
3517307,Guaimbê,GUAIMBÊ,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUAIMB%CA
3517406,Guaíra,GUAÍRA,Agência Ambiental de Barretos,Rua 30,564,Centro,Barretos,14780-120,(17) 3323-1790,( ) -,barretos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUA%CDRA
3517505,Guapiaçu,GUAPIAÇU,Agência Ambiental de São José do Rio Preto,Av. Floriano André Cabrera,,Res.Cidade Jardim- J.S. Marcos,São José Do Rio Preto,15081-490,(17) 3218-4300,(17) 3218-4300,riopreto_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUAPIA%C7U
3517604,Guapiara,GUAPIARA,Agência Ambiental de Capão Bonito,Rua Denise,131,Terras de Imbirucu,Capão Bonito,18304-700,(15) 3542-3173,(15) 3542-3173,capaobonito_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUAPIARA
3517703,Guará,GUARÁ,Agência Ambiental de Franca,Av. Dr. Flávio Rocha,4551,Pq. dos Pinhais,Franca,14405-600,(16) 3724-5922,(16) 3724-5922,franca_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUAR%C1
3517802,Guaraçaí,GUARAÇAÍ,Agência Ambiental de Dracena,Rua Tomé de Souza,438,Centro,Dracena,17900-000,(18) 3822-3166,(18) 3822-3166,dracena_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUARA%C7A%CD
3517901,Guaraci,GUARACI,Agência Ambiental de Barretos,Rua 30,564,Centro,Barretos,14780-120,(17) 3323-1790,( ) -,barretos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUARACI
3518008,Guarani d'Oeste,GUARANI D`OESTE,Agência Ambiental de Jales,Rua Nova Iorque,1016,Jardim Monterey,Jales,15703-326,(17) 3621-1042,(17) 3621-1042,jales_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUARANI%20D%60OESTE
3518107,Guarantã,GUARANTÃ,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUARANT%C3
3518206,Guararapes,GUARARAPES,Agência Ambiental de Araçatuba,Rua Ten. Alcides Teodoro dos Santos,260,Aviação,Araçatuba,16055-557,(18) 3608-8053,(18) 3608-7197,aracatuba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUARARAPES
3518305,Guararema,GUARAREMA,Agência Ambiental de Mogi das Cruzes,Rua Francisco Franco,133,Centro,Mogi Das Cruzes,08710-590,(11) 4723-2130,( ) -,mogi_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUARAREMA
3518404,Guaratinguetá,GUARATINGUETÁ,Agência Ambiental de Taubaté,Av. Itambé,38,Sta. Luzia,Taubaté,12091-200,(12) 3634-8222,(12) 3634-8234,taubate_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUARATINGUET%C1
3518503,Guareí,GUAREÍ,Agência Ambiental de Itapetininga,Rua General Carneiro,196,Centro,Itapetininga,18200-024,(15) 3272-2888,(15) 3272-2891,itapetininga_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUARE%CD
3518602,Guariba,GUARIBA,Agência Ambiental de Jaboticabal,Av. Angelo Morello,60,Jardim Santa Rosa,Jaboticabal,14875-290,(16) 3203-9400,(16) 3203-9400,jaboticabal_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUARIBA
3518701,Guarujá,GUARUJÁ,Agência Ambiental de Santos,Rua Delfim Moreira,56,Embaré,Santos,11040-100,(13) 3227-7767,(13) 3227-7767,santos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUARUJ%C1
3518800,Guarulhos,GUARULHOS,Agência Ambiental de Guarulhos,Avenida Papa Joao XXIII,219,Parque Renato Maia,Guarulhos,07114-100,(11) 2087-2010,(11) -,guarulhos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUARULHOS
3518859,Guatapará,GUATAPARÁ,Agência Ambiental de Jaboticabal,Av. Angelo Morello,60,Jardim Santa Rosa,Jaboticabal,14875-290,(16) 3203-9400,(16) 3203-9400,jaboticabal_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUATAPAR%C1
3518909,Guzolândia,GUZOLÂNDIA,Agência Ambiental de Jales,Rua Nova Iorque,1016,Jardim Monterey,Jales,15703-326,(17) 3621-1042,(17) 3621-1042,jales_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=GUZOL%C2NDIA
3519006,Herculândia,HERCULÂNDIA,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=HERCUL%C2NDIA
3519055,Holambra,HOLAMBRA,Agência Ambiental de Paulínia,Rua Angelo Varandas,550,Jd. Santa Terezinha,Paulínia,13140-802,(19) 3844-0466,(19) 3844-0466,paulinia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=HOLAMBRA
3519071,Hortolândia,HORTOLÂNDIA,Agência Ambiental de Americana,Rua Florindo Cibin,435,V. Medon,Americana,13465-230,(19) 3461-1550,(19) 3461-1550,americana_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=HORTOL%C2NDIA
3519105,Iacanga,IACANGA,Agência Ambiental de Bauru,Av. Rodrigues Alves - Quadra 38,138,V. Coralina,Bauru,17030-000,(14) 3203-2058,(14) 3203-2344,bauru_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IACANGA
3519204,Iacri,IACRI,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IACRI
3519253,Iaras,IARAS,Agência Ambiental de Avaré,Av Governador Mário Covas,525,Vila Industrial,Avaré,18705-851,(14) 3732-4900,( ) -,avare_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IARAS
3519303,Ibaté,IBATÉ,Agência Ambiental de São Carlos,Avenida das Azaléias,700,Cidade Jardim,São Carlos,13566-500,(16) 3361-2004,(16) 3361-2004,saocarlos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IBAT%C9
3519402,Ibirá,IBIRÁ,Agência Ambiental de São José do Rio Preto,Av. Floriano André Cabrera,,Res.Cidade Jardim- J.S. Marcos,São José Do Rio Preto,15081-490,(17) 3218-4300,(17) 3218-4300,riopreto_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IBIR%C1
3519501,Ibirarema,IBIRAREMA,Agência Ambiental de Assis,Via Chico Mendes,75,Quinta dos Flamboyants,Assis,19810-005,(18) 3324-4177,(18) 3324-4177,assis_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IBIRAREMA
3519600,Ibitinga,IBITINGA,Agência Ambiental de Araraquara,Av. Castro Alves,1271,Carmo,Araraquara,14800-140,(16) 3332-2211,(16) 3332-2211,araraquara_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IBITINGA
3519709,Ibiúna,IBIÚNA,Agência Ambiental de Sorocaba,Rua Epitácio Pessoa,269,Além Ponte,Sorocaba,18013-190,(15) 3222-2065,(15) 3222-2065,sorocaba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IBI%DANA
3519808,Icém,ICÉM,Agência Ambiental de São José do Rio Preto,Av. Floriano André Cabrera,,Res.Cidade Jardim- J.S. Marcos,São José Do Rio Preto,15081-490,(17) 3218-4300,(17) 3218-4300,riopreto_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IC%C9M
3519907,Iepê,IEPÊ,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IEP%CA
3520004,Igaraçu do Tietê,IGARAÇU DO TIETÊ,Agência Ambiental de Bauru,Av. Rodrigues Alves - Quadra 38,138,V. Coralina,Bauru,17030-000,(14) 3203-2058,(14) 3203-2344,bauru_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IGARA%C7U%20DO%20TIET%CA
3520103,Igarapava,IGARAPAVA,Agência Ambiental de Franca,Av. Dr. Flávio Rocha,4551,Pq. dos Pinhais,Franca,14405-600,(16) 3724-5922,(16) 3724-5922,franca_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IGARAPAVA
3520202,Igaratá,IGARATÁ,Agência Ambiental de São José dos Campos,Av. Olivo Gomes,100,Pq. da Cidade/Santana,São José Dos Campos,12211-115,(12) 3911-9536,(12) 3911-9536,sjcampos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IGARAT%C1
3520301,Iguape,IGUAPE,Agência Ambiental de Registro,Rua Sao Bento,249,Jd. Sao Nicolau,Registro,11900-000,(13) 3822-3855,(13) 3822-4437,registro_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IGUAPE
3520426,Ilha Comprida,ILHA COMPRIDA,Agência Ambiental de Registro,Rua Sao Bento,249,Jd. Sao Nicolau,Registro,11900-000,(13) 3822-3855,(13) 3822-4437,registro_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ILHA%20COMPRIDA
3520442,Ilha Solteira,ILHA SOLTEIRA,Agência Ambiental de Jales,Rua Nova Iorque,1016,Jardim Monterey,Jales,15703-326,(17) 3621-1042,(17) 3621-1042,jales_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ILHA%20SOLTEIRA
3520400,Ilhabela,ILHABELA,Agência Ambiental de São Sebastião,Rua Francisco da Cruz Maldonado,132,Portal da Olaria,São Sebastião,11600-000,(12) 3862-2300,(12) 3862-2300,ssebastiao_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ILHABELA
3520509,Indaiatuba,INDAIATUBA,Agência Ambiental de Jundiaí,Rua Joao Ferrara,555,Jd. Pitangueiras II,Jundiaí,13206-714,(11) 4817-1898,(11) 4587-3597,jundiai_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=INDAIATUBA
3520608,Indiana,INDIANA,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=INDIANA
3520707,Indiaporã,INDIAPORÃ,Agência Ambiental de Jales,Rua Nova Iorque,1016,Jardim Monterey,Jales,15703-326,(17) 3621-1042,(17) 3621-1042,jales_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=INDIAPOR%C3
3520806,Inúbia Paulista,INÚBIA PAULISTA,Agência Ambiental de Dracena,Rua Tomé de Souza,438,Centro,Dracena,17900-000,(18) 3822-3166,(18) 3822-3166,dracena_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IN%DABIA%20PAULISTA
3520905,Ipaussu,IPAUSSU,Agência Ambiental de Assis,Via Chico Mendes,75,Quinta dos Flamboyants,Assis,19810-005,(18) 3324-4177,(18) 3324-4177,assis_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IPAUSSU
3521002,Iperó,IPERÓ,Agência Ambiental de Sorocaba,Rua Epitácio Pessoa,269,Além Ponte,Sorocaba,18013-190,(15) 3222-2065,(15) 3222-2065,sorocaba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IPER%D3
3521101,Ipeúna,IPEÚNA,Agência Ambiental de Piracicaba,Rua do Rosário,566,Centro,Piracicaba,13400-183,(19) 3402-6863,(19) 3402-6863,piracicaba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IPE%DANA
3521150,Ipiguá,IPIGUÁ,Agência Ambiental de São José do Rio Preto,Av. Floriano André Cabrera,,Res.Cidade Jardim- J.S. Marcos,São José Do Rio Preto,15081-490,(17) 3218-4300,(17) 3218-4300,riopreto_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IPIGU%C1
3521200,Iporanga,IPORANGA,Agência Ambiental de Registro,Rua Sao Bento,249,Jd. Sao Nicolau,Registro,11900-000,(13) 3822-3855,(13) 3822-4437,registro_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IPORANGA
3521309,Ipuã,IPUÃ,Agência Ambiental de Ribeirão Preto,Av. Presidente Kennedy,1760,Ribeirânia,Ribeirão Preto,14096-350,(16) 3617-4700,(16) 3617-4207,ribeirao_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IPU%C3
3521408,Iracemápolis,IRACEMÁPOLIS,Agência Ambiental de Limeira,Av. Vitório Bortolan,1450,Pq. Abílio Pedro,Limeira,13483-132,(19) 3451-6203,(19) 3451-6203,limeira_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IRACEM%C1POLIS
3521507,Irapuã,IRAPUÃ,Agência Ambiental de São José do Rio Preto,Av. Floriano André Cabrera,,Res.Cidade Jardim- J.S. Marcos,São José Do Rio Preto,15081-490,(17) 3218-4300,(17) 3218-4300,riopreto_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IRAPU%C3
3521606,Irapuru,IRAPURU,Agência Ambiental de Dracena,Rua Tomé de Souza,438,Centro,Dracena,17900-000,(18) 3822-3166,(18) 3822-3166,dracena_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IRAPURU
3521705,Itaberá,ITABERÁ,Agência Ambiental de Capão Bonito,Rua Denise,131,Terras de Imbirucu,Capão Bonito,18304-700,(15) 3542-3173,(15) 3542-3173,capaobonito_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITABER%C1
3521804,Itaí,ITAÍ,Agência Ambiental de Avaré,Av Governador Mário Covas,525,Vila Industrial,Avaré,18705-851,(14) 3732-4900,( ) -,avare_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITA%CD
3521903,Itajobi,ITAJOBI,Agência Ambiental de São José do Rio Preto,Av. Floriano André Cabrera,,Res.Cidade Jardim- J.S. Marcos,São José Do Rio Preto,15081-490,(17) 3218-4300,(17) 3218-4300,riopreto_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITAJOBI
3522000,Itaju,ITAJU,Agência Ambiental de Bauru,Av. Rodrigues Alves - Quadra 38,138,V. Coralina,Bauru,17030-000,(14) 3203-2058,(14) 3203-2344,bauru_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITAJU
3522109,Itanhaém,ITANHAÉM,Agência Ambiental de Santos,Rua Delfim Moreira,56,Embaré,Santos,11040-100,(13) 3227-7767,(13) 3227-7767,santos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITANHA%C9M
3522158,Itaóca,ITAÓCA,Agência Ambiental de Capão Bonito,Rua Denise,131,Terras de Imbirucu,Capão Bonito,18304-700,(15) 3542-3173,(15) 3542-3173,capaobonito_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITA%D3CA
3522208,Itapecerica da Serra,ITAPECERICA DA SERRA,Agência Ambiental de Embu das Artes,Avenida Joao Paulo I,495,Jd. Sao Luiz,Embu Das Artes,06816-550,(11) 4704-8835,(11) 4704-8835,embu_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITAPECERICA%20DA%20SERRA
3522307,Itapetininga,ITAPETININGA,Agência Ambiental de Itapetininga,Rua General Carneiro,196,Centro,Itapetininga,18200-024,(15) 3272-2888,(15) 3272-2891,itapetininga_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITAPETININGA
3522406,Itapeva,ITAPEVA,Agência Ambiental de Capão Bonito,Rua Denise,131,Terras de Imbirucu,Capão Bonito,18304-700,(15) 3542-3173,(15) 3542-3173,capaobonito_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITAPEVA
3522505,Itapevi,ITAPEVI,Agência Ambiental de Osasco,Rua Anete Queiroz Lacerda,80,Jd. Bonfiglioli,São Paulo,05591-080,(11) 3721-9600,(11) 3721-9600,osasco_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITAPEVI
3522604,Itapira,ITAPIRA,Agência Ambiental de Mogi Guaçu,Rua Hugo Pancieira,400,Pedregulhal,Mogi Guaçu,13845-190,(19) 3818-0396,(19) 3818-0396,mogiguacu_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITAPIRA
3522653,Itapirapuã Paulista,ITAPIRAPUÃ PAULISTA,Agência Ambiental de Capão Bonito,Rua Denise,131,Terras de Imbirucu,Capão Bonito,18304-700,(15) 3542-3173,(15) 3542-3173,capaobonito_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITAPIRAPU%C3%20PAULISTA
3522703,Itápolis,ITÁPOLIS,Agência Ambiental de Araraquara,Av. Castro Alves,1271,Carmo,Araraquara,14800-140,(16) 3332-2211,(16) 3332-2211,araraquara_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=IT%C1POLIS
3522802,Itaporanga,ITAPORANGA,Agência Ambiental de Avaré,Av Governador Mário Covas,525,Vila Industrial,Avaré,18705-851,(14) 3732-4900,( ) -,avare_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITAPORANGA
3522901,Itapuí,ITAPUÍ,Agência Ambiental de Bauru,Av. Rodrigues Alves - Quadra 38,138,V. Coralina,Bauru,17030-000,(14) 3203-2058,(14) 3203-2344,bauru_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITAPU%CD
3523008,Itapura,ITAPURA,Agência Ambiental de Jales,Rua Nova Iorque,1016,Jardim Monterey,Jales,15703-326,(17) 3621-1042,(17) 3621-1042,jales_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITAPURA
3523107,Itaquaquecetuba,ITAQUAQUECETUBA,Agência Ambiental do Tatuapé,Av. Celso Garcia,2593,Belenzinho,São Paulo,03063-000,(11) 2296-6711,(11) 2294-6566,tatuape_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITAQUAQUECETUBA
3523206,Itararé,ITARARÉ,Agência Ambiental de Capão Bonito,Rua Denise,131,Terras de Imbirucu,Capão Bonito,18304-700,(15) 3542-3173,(15) 3542-3173,capaobonito_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITARAR%C9
3523305,Itariri,ITARIRI,Agência Ambiental de Registro,Rua Sao Bento,249,Jd. Sao Nicolau,Registro,11900-000,(13) 3822-3855,(13) 3822-4437,registro_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITARIRI
3523404,Itatiba,ITATIBA,Agência Ambiental de Paulínia,Rua Angelo Varandas,550,Jd. Santa Terezinha,Paulínia,13140-802,(19) 3844-0466,(19) 3844-0466,paulinia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITATIBA
3523503,Itatinga,ITATINGA,Agência Ambiental de Avaré,Av Governador Mário Covas,525,Vila Industrial,Avaré,18705-851,(14) 3732-4900,( ) -,avare_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITATINGA
3523602,Itirapina,ITIRAPINA,Agência Ambiental de São Carlos,Avenida das Azaléias,700,Cidade Jardim,São Carlos,13566-500,(16) 3361-2004,(16) 3361-2004,saocarlos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITIRAPINA
3523701,Itirapuã,ITIRAPUÃ,Agência Ambiental de Franca,Av. Dr. Flávio Rocha,4551,Pq. dos Pinhais,Franca,14405-600,(16) 3724-5922,(16) 3724-5922,franca_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITIRAPU%C3
3523800,Itobi,ITOBI,Agência Ambiental de São João da Boa Vista,Rua Marechal Deodoro,345,Centro,São João Da Boa Vista,13870-223,(19) 3633-1510,(19) 3633-1510,sjboavista_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITOBI
3523909,Itu,ITU,Agência Ambiental de Itu,Rua Santa Rita,1165,Centro,Itu,13300-065,(11) 4013-3419,(11) 4013-3419,itu_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITU
